UserID,Age,Gender,Location,Income,Debt,Owns Property,Profession,Demographics,Platform,Total Time Spent,Number of Sessions,Video ID,Video Category,Video Length,Engagement,Importance Score,Time Spent On Video,Number of Videos Watched,Scroll Rate,Frequency,ProductivityLoss,Satisfaction,Watch Reason,DeviceType,OS,Watch Time,Self Control,Addiction Level,CurrentActivity,ConnectionType,AvgTimePerSession,EngagementPerVideo,EngagementPerVideo_Log
514,29,0,India,68438,True,False,Labor/Worker,0,2,38,4,2177,Vlogs,18,9396,2,2,46,88,Night,2,8,Entertainment,Smartphone,iOS,11:30 PM,4,6,At home,Mobile Data,9.5,204.2608695652174,5.324281704617137
515,48,2,Barzil,87534,True,True,Labor/Worker,1,1,279,12,2339,Comedy,14,143,7,10,11,82,Afternoon,6,4,Boredom,Smartphone,Android,7:25 PM,8,2,At work,Mobile Data,23.25,13.0,2.639057329615259
516,63,1,United States,51705,True,False,Students,1,2,256,11,501,Entertainment,19,7218,8,5,31,99,Evening,7,3,Procrastination,Smartphone,Windows,3:55 PM,9,1,At home,Mobile Data,23.272727272727273,232.83870967741936,5.454631602815732
517,19,1,Japan,58244,True,True,Waiting staff,0,1,21,13,2234,Vlogs,28,8559,6,21,4,62,Afternoon,6,4,Habit,Smartphone,Android,7:25 PM,8,2,At school,Mobile Data,1.6153846153846154,2139.75,7.668911513906301
518,52,1,United States,94964,True,False,Waiting staff,0,4,115,5,4609,Trends,26,9674,8,3,35,83,Morning,9,1,Entertainment,Smartphone,Android,7:45 AM,10,0,At work,Mobile Data,23.0,276.4,5.625460507880731
519,40,0,India,57437,True,True,Students,1,1,41,6,7235,Gaming,10,6361,2,19,34,53,Morning,9,1,Boredom,Tablet,Windows,7:45 AM,10,0,At home,Mobile Data,6.833333333333333,187.08823529411765,5.236911189396782
520,34,1,India,97872,True,False,Students,0,1,83,1,7973,Life Hacks,15,615,3,13,27,24,Afternoon,6,4,Boredom,Tablet,Windows,7:25 PM,8,2,At work,Wi-Fi,83.0,22.77777777777778,3.168751437685632
521,43,1,Germany,94878,True,True,Engineer,1,1,180,6,6611,Vlogs,4,8062,7,12,10,56,Night,2,8,Entertainment,Smartphone,Android,11:30 PM,4,6,At school,Mobile Data,30.0,806.2,6.6935714690394
522,25,2,India,92982,True,False,Labor/Worker,1,3,78,18,601,Life Hacks,23,5977,1,3,30,62,Evening,7,3,Entertainment,Smartphone,Android,3:55 PM,9,1,At school,Wi-Fi,4.333333333333333,199.23333333333332,5.299483353188006
523,46,0,India,70583,True,True,Waiting staff,0,4,146,9,4285,Trends,2,9780,7,6,45,34,Afternoon,6,4,Habit,Computer,Windows,7:25 PM,8,2,At school,Mobile Data,16.22222222222222,217.33333333333334,5.386022946967143
524,43,1,India,58392,True,False,Teacher,1,1,109,15,9181,Jokes/Memes,3,6984,6,14,20,22,Evening,7,3,Entertainment,Smartphone,Android,3:55 PM,9,1,At school,Mobile Data,7.266666666666667,349.2,5.8585044198517515
525,27,2,United States,27461,False,True,Artist,0,1,155,8,4484,Jokes/Memes,7,8890,8,4,29,68,Afternoon,6,4,Habit,Smartphone,iOS,7:25 PM,8,2,At home,Mobile Data,19.375,306.55172413793105,5.728643281679734
526,43,1,India,30516,False,False,Waiting staff,1,2,18,19,5902,Life Hacks,23,4971,7,13,29,57,Morning,9,1,Boredom,Smartphone,iOS,7:45 AM,10,0,At home,Mobile Data,0.9473684210526315,171.41379310344828,5.149897361429764
527,51,1,Pakistan,99285,True,True,Students,1,4,71,16,6130,Life Hacks,16,5781,4,19,23,10,Afternoon,6,4,Procrastination,Smartphone,iOS,7:25 PM,8,2,At work,Mobile Data,4.4375,251.34782608695653,5.530808398074929
528,58,2,Japan,37514,False,False,Engineer,1,1,194,6,1755,Trends,10,944,3,18,21,66,Evening,7,3,Habit,Smartphone,iOS,3:55 PM,9,1,At work,Wi-Fi,32.333333333333336,44.95238095238095,3.8276056636155626
529,24,1,India,56268,True,True,Artist,0,2,38,6,2465,Comedy,19,9114,3,29,48,8,Night,2,8,Habit,Computer,Android,11:30 PM,4,6,At school,Mobile Data,6.333333333333333,189.875,5.251618763538796
530,21,0,Japan,56788,True,True,Waiting staff,1,2,123,3,4483,Gaming,28,7078,4,3,43,97,Night,2,8,Boredom,Smartphone,MacOS,11:30 PM,4,6,At work,Wi-Fi,41.0,164.6046511627907,5.1096033282885625
531,62,1,Philippines,95749,True,True,Artist,1,3,152,10,9687,Entertainment,17,1746,9,20,10,38,Night,2,8,Procrastination,Tablet,Android,11:30 PM,4,6,At school,Wi-Fi,15.2,174.6,5.168208681201016
532,28,0,Indonesia,81049,True,True,Cashier,1,2,129,1,9045,Pranks,28,5783,9,6,41,62,Evening,7,3,Procrastination,Smartphone,Android,3:55 PM,9,1,At home,Mobile Data,129.0,141.0487804878049,4.956170523172214
533,46,1,India,82493,True,False,Labor/Worker,1,1,179,14,7401,Jokes/Memes,19,9751,2,16,12,28,Night,2,8,Entertainment,Smartphone,Windows,11:30 PM,4,6,At work,Mobile Data,12.785714285714286,812.5833333333334,6.701448359437671
534,53,0,United States,56027,True,True,Students,1,3,166,4,6807,Vlogs,5,6907,5,20,30,10,Night,2,8,Entertainment,Smartphone,Android,11:30 PM,4,6,At home,Mobile Data,41.5,230.23333333333332,5.443427301723146
535,42,2,India,62849,True,False,Cashier,1,3,269,12,8644,Gaming,23,9275,1,24,33,45,Night,2,8,Habit,Computer,Android,11:30 PM,4,6,At home,Wi-Fi,22.416666666666668,281.06060606060606,5.642121962955702
536,38,1,Indonesia,37858,False,True,Manager,1,1,91,6,7397,Life Hacks,20,8625,4,3,18,65,Night,2,8,Entertainment,Tablet,Android,11:30 PM,4,6,At school,Mobile Data,15.166666666666666,479.1666666666667,6.174133265856473
537,53,0,Philippines,99003,True,False,driver,1,4,251,11,7339,Trends,13,2926,2,12,14,98,Evening,7,3,Procrastination,Smartphone,Android,3:55 PM,9,1,At school,Mobile Data,22.818181818181817,209.0,5.3471075307174685
538,27,1,United States,72395,True,True,driver,1,2,181,12,9951,ASMR,13,1089,8,19,22,67,Night,2,8,Boredom,Smartphone,Android,11:30 PM,4,6,At home,Mobile Data,15.083333333333334,49.5,3.9219733362813143
539,54,1,India,59758,True,False,Students,1,3,240,10,5242,Life Hacks,11,2957,4,19,21,9,Evening,7,3,Boredom,Tablet,Android,3:55 PM,9,1,At work,Mobile Data,24.0,140.8095238095238,4.954484775520531
540,26,2,India,74312,True,True,Artist,1,4,217,18,7395,Gaming,11,2612,5,24,1,5,Evening,7,3,Boredom,Tablet,MacOS,3:55 PM,9,1,At school,Mobile Data,12.055555555555555,2612.0,7.868254265520613
541,41,1,Japan,88670,True,False,Students,0,1,84,7,6438,Trends,16,6047,4,4,49,10,Evening,7,3,Habit,Computer,Android,3:55 PM,9,1,Commuting,Wi-Fi,12.0,123.40816326530613,4.823567799255856
542,52,1,Indonesia,35434,False,True,Waiting staff,1,2,279,7,4696,Trends,15,6249,5,1,43,12,Night,2,8,Habit,Computer,Android,11:30 PM,4,6,At work,Mobile Data,39.857142857142854,145.32558139534885,4.9858341484846065
543,52,1,Japan,84047,True,False,Waiting staff,0,2,123,11,2589,Trends,17,3759,5,2,15,82,Night,2,8,Boredom,Tablet,iOS,11:30 PM,4,6,At school,Wi-Fi,11.181818181818182,250.6,5.527840524826286
544,53,2,Philippines,67775,True,True,Students,1,3,71,4,1783,Jokes/Memes,22,7718,5,13,36,58,Night,2,8,Habit,Smartphone,iOS,11:30 PM,4,6,At home,Mobile Data,17.75,214.38888888888889,5.372445179774765
545,35,2,United States,95769,True,False,Manager,1,2,111,1,5948,Pranks,18,4263,3,26,47,21,Afternoon,6,4,Habit,Smartphone,Windows,7:25 PM,8,2,Commuting,Mobile Data,111.0,90.70212765957447,4.518545581387735
546,56,0,India,86677,True,True,Labor/Worker,1,2,219,13,6595,Jokes/Memes,28,1902,7,29,22,21,Afternoon,6,4,Habit,Tablet,Windows,7:25 PM,8,2,At home,Mobile Data,16.846153846153847,86.45454545454545,4.471119177867336
547,49,0,Mexico,65734,True,False,Waiting staff,0,2,264,18,3521,Comedy,19,2567,3,13,32,65,Evening,7,3,Habit,Tablet,MacOS,3:55 PM,9,1,At school,Mobile Data,14.666666666666666,80.21875,4.3971461318417635
548,41,0,United States,60603,True,True,Students,1,2,29,9,9972,ASMR,4,8075,2,2,46,3,Evening,7,3,Boredom,Tablet,Android,3:55 PM,9,1,At school,Mobile Data,3.2222222222222223,175.54347826086956,5.173567181793316
549,40,2,India,96708,True,False,Manager,1,1,67,9,3219,Life Hacks,22,2994,3,19,33,69,Evening,7,3,Boredom,Smartphone,Android,3:55 PM,9,1,At school,Mobile Data,7.444444444444445,90.72727272727273,4.518819747555239
550,49,1,United States,88803,True,True,Cashier,0,4,121,9,3758,Vlogs,22,5229,3,22,41,89,Night,3,7,Habit,Smartphone,Windows,11:30 PM,5,5,At home,Wi-Fi,13.444444444444445,127.53658536585365,4.8562135748311
551,54,1,Japan,59332,True,True,driver,1,1,205,10,4017,Vlogs,23,2010,8,24,39,64,Night,3,7,Procrastination,Tablet,Android,11:30 PM,5,5,At school,Wi-Fi,20.5,51.53846153846154,3.9615455021092534
552,29,1,United States,41312,False,True,Labor/Worker,1,1,101,2,2838,ASMR,5,7377,4,16,23,49,Afternoon,6,4,Boredom,Tablet,iOS,7:25 PM,8,2,At home,Wi-Fi,50.5,320.7391304347826,5.773741063263111
553,30,1,Philippines,64179,True,True,Engineer,1,3,61,6,6001,Comedy,7,830,3,12,43,72,Night,3,7,Entertainment,Computer,iOS,11:30 PM,5,5,At home,Mobile Data,10.166666666666666,19.302325581395348,3.0107354401460396
554,40,2,Vietnam,91442,True,False,Teacher,1,2,17,15,7035,Gaming,2,48,5,1,2,17,Evening,7,3,Procrastination,Tablet,iOS,3:55 PM,9,1,At home,Wi-Fi,1.1333333333333333,24.0,3.2188758248682006
555,42,1,Vietnam,60379,True,True,Students,1,1,107,3,7310,Entertainment,1,4210,4,9,2,73,Afternoon,6,4,Boredom,Tablet,Android,7:25 PM,8,2,At home,Mobile Data,35.666666666666664,2105.0,7.652545692693921
556,52,1,Vietnam,37297,False,False,Cashier,0,2,245,11,4240,Jokes/Memes,12,1178,9,17,38,32,Evening,7,3,Habit,Tablet,MacOS,3:55 PM,9,1,At work,Mobile Data,22.272727272727273,31.0,3.4657359027997265
557,58,1,Philippines,22011,False,True,Manager,0,1,78,6,4429,Jokes/Memes,10,5768,8,10,29,70,Evening,7,3,Entertainment,Smartphone,iOS,3:55 PM,9,1,At work,Mobile Data,13.0,198.89655172413794,5.2977999913532585
558,47,0,United States,64014,True,False,Labor/Worker,1,1,54,3,9612,Entertainment,8,7878,7,18,46,21,Evening,7,3,Habit,Smartphone,Android,3:55 PM,9,1,Commuting,Mobile Data,18.0,171.2608695652174,5.149010011329347
559,34,0,India,31738,False,True,Students,0,3,146,11,4151,Pranks,1,70,8,19,3,7,Evening,7,3,Boredom,Smartphone,Android,3:55 PM,9,1,At school,Mobile Data,13.272727272727273,23.333333333333332,3.1918471524802814
560,37,1,Philippines,67498,True,False,Cashier,0,4,243,15,9523,Pranks,12,7686,5,7,39,7,Morning,9,1,Habit,Computer,Android,7:45 AM,10,0,At work,Mobile Data,16.2,197.07692307692307,5.2886554556363
561,42,0,Vietnam,31120,False,True,Waiting staff,1,4,41,13,1447,Pranks,2,7879,4,25,7,27,Night,3,7,Habit,Smartphone,Android,11:30 PM,5,5,At work,Wi-Fi,3.1538461538461537,1125.5714285714287,7.02693416538226
562,39,1,Indonesia,28767,False,False,Waiting staff,1,1,298,10,9633,Gaming,27,5455,7,19,36,8,Night,3,7,Habit,Smartphone,Android,11:30 PM,5,5,At home,Wi-Fi,29.8,151.52777777777777,5.027346728822763
563,30,1,Philippines,42852,False,True,driver,1,3,135,6,6469,Trends,28,8258,1,24,29,73,Afternoon,6,4,Entertainment,Tablet,Android,7:25 PM,8,2,Commuting,Mobile Data,22.5,284.7586206896552,5.655147470862569
564,36,1,Germany,99239,True,False,Students,1,2,76,15,5791,Pranks,10,5612,6,15,37,28,Evening,7,3,Procrastination,Smartphone,Android,3:55 PM,9,1,At work,Mobile Data,5.066666666666666,151.67567567567568,5.028315904681038
565,53,1,India,20929,False,True,Students,1,2,39,18,4176,Vlogs,22,5769,8,9,49,79,Evening,7,3,Procrastination,Smartphone,MacOS,3:55 PM,9,1,At home,Mobile Data,2.1666666666666665,117.73469387755102,4.77689154094452
566,29,0,Vietnam,97487,True,False,driver,1,1,123,18,5081,Comedy,17,1777,7,10,36,66,Night,3,7,Habit,Smartphone,Android,11:30 PM,5,5,At school,Mobile Data,6.833333333333333,49.361111111111114,3.919219272298741
567,58,2,Barzil,37438,False,True,Teacher,1,4,213,7,865,Jokes/Memes,26,7380,2,23,23,71,Evening,5,5,Habit,Smartphone,Android,3:55 PM,7,3,At home,Wi-Fi,30.428571428571427,320.8695652173913,5.774146386513949
568,36,2,India,68515,True,False,Students,1,3,38,15,6861,Trends,3,2228,7,20,45,47,Evening,5,5,Boredom,Smartphone,Android,3:55 PM,7,3,At school,Mobile Data,2.533333333333333,49.51111111111111,3.9221933340822233
569,29,1,India,25744,False,True,Manager,1,4,140,18,8664,Vlogs,7,9981,6,20,16,82,Evening,5,5,Boredom,Smartphone,Android,3:55 PM,7,3,At work,Mobile Data,7.777777777777778,623.8125,6.437451604727399
570,26,2,United States,62417,True,False,Students,1,2,194,18,6218,Jokes/Memes,12,8804,5,4,48,86,Night,1,9,Procrastination,Smartphone,Android,11:30 PM,3,7,At work,Wi-Fi,10.777777777777779,183.41666666666666,5.217197690263049
571,24,1,India,27069,False,True,Students,1,4,262,9,5673,Life Hacks,8,9814,4,6,31,10,Night,1,9,Habit,Smartphone,Windows,11:30 PM,3,7,At home,Mobile Data,29.11111111111111,316.5806451612903,5.76073178658808
572,45,0,India,62359,True,True,Labor/Worker,1,2,295,2,1503,Jokes/Memes,20,8888,1,4,34,33,Night,1,9,Habit,Tablet,Android,11:30 PM,3,7,At home,Mobile Data,147.5,261.4117647058824,5.569914891072049
573,31,1,Pakistan,39799,False,True,Waiting staff,1,3,71,8,4685,Jokes/Memes,12,6746,2,5,1,7,Evening,5,5,Procrastination,Smartphone,MacOS,3:55 PM,7,3,At home,Wi-Fi,8.875,6746.0,8.816853240627426
574,48,0,Japan,90188,True,True,Waiting staff,1,3,12,2,1411,Gaming,3,6391,7,9,18,3,Night,1,9,Boredom,Smartphone,Android,11:30 PM,3,7,At home,Wi-Fi,6.0,355.05555555555554,5.8750867736080625
575,36,0,India,27597,False,False,Cashier,0,1,77,11,3771,Jokes/Memes,17,9429,3,12,40,14,Afternoon,4,6,Boredom,Smartphone,MacOS,7:25 PM,6,4,At school,Mobile Data,7.0,235.725,5.466899129869564
576,64,1,Germany,67093,True,True,Students,1,1,34,7,4660,Pranks,28,2406,5,23,43,44,Night,1,9,Entertainment,Tablet,Android,11:30 PM,3,7,At work,Mobile Data,4.857142857142857,55.95348837209303,4.042234941258606
577,33,0,India,57226,True,False,Teacher,1,4,188,6,4002,Life Hacks,9,8440,8,8,15,46,Afternoon,4,6,Habit,Smartphone,Windows,7:25 PM,6,4,At school,Wi-Fi,31.333333333333332,562.6666666666666,6.334463060230471
578,22,1,Philippines,92127,True,True,Waiting staff,1,3,150,10,3484,Pranks,10,637,8,21,48,61,Evening,5,5,Habit,Smartphone,Android,3:55 PM,7,3,At school,Mobile Data,15.0,13.270833333333334,2.6582178273543344
579,52,2,Mexico,97362,True,False,Labor/Worker,1,3,240,5,4563,Vlogs,22,8090,6,5,49,36,Evening,5,5,Habit,Smartphone,MacOS,3:55 PM,7,3,At work,Mobile Data,48.0,165.10204081632654,5.1126023032164145
580,29,1,Japan,46417,False,True,Students,1,1,172,11,599,Pranks,6,949,5,29,17,13,Evening,5,5,Entertainment,Smartphone,Windows,3:55 PM,7,3,At work,Mobile Data,15.636363636363637,55.8235294117647,4.0399504901563015
581,42,1,Barzil,38693,False,False,driver,1,2,139,1,9184,Vlogs,25,3587,2,11,44,16,Evening,5,5,Boredom,Smartphone,Android,3:55 PM,7,3,At home,Mobile Data,139.0,81.52272727272727,4.413073737496075
582,38,1,India,99674,True,True,driver,1,4,255,2,3042,ASMR,1,1111,9,23,10,80,Night,1,9,Procrastination,Smartphone,Android,11:30 PM,3,7,At school,Wi-Fi,127.5,111.1,4.719391330078114
583,53,2,Japan,73161,True,False,Teacher,1,4,181,1,8161,Vlogs,22,8367,1,11,20,5,Morning,7,3,Boredom,Smartphone,Windows,7:45 AM,9,1,At school,Mobile Data,181.0,418.35,6.0387058934304205
584,40,0,India,22169,False,True,Teacher,1,1,73,19,6392,Life Hacks,12,722,2,13,6,89,Night,1,9,Habit,Tablet,MacOS,11:30 PM,3,7,At school,Wi-Fi,3.8421052631578947,120.33333333333333,4.7985415789686305
585,33,1,United States,42052,False,False,Cashier,1,3,40,2,7288,ASMR,5,3842,1,14,8,38,Evening,5,5,Habit,Tablet,Windows,3:55 PM,7,3,At home,Mobile Data,20.0,480.25,6.176386885601994
586,56,0,Japan,91849,True,True,Labor/Worker,1,1,56,4,67,Vlogs,13,3674,4,28,45,50,Morning,7,3,Entertainment,Smartphone,Android,7:45 AM,9,1,At work,Mobile Data,14.0,81.64444444444445,4.41454760415475
587,62,1,Vietnam,93851,True,False,Students,0,1,139,12,8124,Gaming,27,4866,4,8,34,38,Night,1,9,Habit,Smartphone,iOS,11:30 PM,3,7,At work,Mobile Data,11.583333333333334,143.11764705882354,4.970629959482556
588,59,0,India,28036,False,True,Labor/Worker,1,1,119,18,2751,Gaming,15,702,5,25,32,56,Evening,5,5,Entertainment,Tablet,MacOS,3:55 PM,7,3,At work,Wi-Fi,6.611111111111111,21.9375,3.132773125814789
589,56,1,Barzil,51778,True,False,Students,1,1,78,1,8662,Comedy,22,2128,5,18,42,63,Evening,5,5,Habit,Smartphone,Android,3:55 PM,7,3,At work,Wi-Fi,78.0,50.666666666666664,3.9448128282511368
590,31,1,Vietnam,47734,False,True,Waiting staff,0,2,67,1,9917,Jokes/Memes,11,9118,8,19,4,48,Night,1,9,Boredom,Tablet,iOS,11:30 PM,3,7,At home,Mobile Data,67.0,2279.5,7.7321499961517555
591,48,0,India,43173,False,False,Labor/Worker,1,2,115,14,6807,Vlogs,8,4233,3,12,44,90,Night,1,9,Boredom,Tablet,Android,11:30 PM,3,7,At home,Wi-Fi,8.214285714285714,96.20454545454545,4.576817474308648
592,22,1,United States,50403,True,True,Labor/Worker,1,3,265,4,6430,Life Hacks,5,2517,6,12,39,59,Evening,5,5,Habit,Smartphone,Android,3:55 PM,7,3,At home,Mobile Data,66.25,64.53846153846153,4.182637169367779
593,52,2,United States,86321,True,True,Cashier,1,1,180,5,8124,ASMR,2,1149,3,18,20,77,Night,1,9,Entertainment,Tablet,Windows,11:30 PM,3,7,At work,Mobile Data,36.0,57.45,4.068171687918078
594,40,1,Barzil,91675,True,True,Labor/Worker,1,2,171,11,1632,Gaming,12,1878,2,10,24,44,Afternoon,4,6,Boredom,Tablet,Android,7:25 PM,6,4,At home,Mobile Data,15.545454545454545,78.25,4.37260741275739
595,46,1,Mexico,26344,False,True,Cashier,1,3,295,13,6453,Gaming,28,9445,8,7,24,90,Evening,5,5,Entertainment,Tablet,iOS,3:55 PM,7,3,At work,Mobile Data,22.692307692307693,393.5416666666667,5.977724753635554
596,60,2,India,38800,False,False,Labor/Worker,0,1,80,16,775,Entertainment,2,9675,1,28,26,55,Afternoon,4,6,Entertainment,Smartphone,Android,7:25 PM,6,4,At home,Mobile Data,5.0,372.11538461538464,5.921887713939801
597,28,1,United States,45372,False,True,Teacher,1,4,264,13,6108,Jokes/Memes,26,309,9,18,25,55,Night,1,9,Habit,Tablet,Android,11:30 PM,3,7,At school,Wi-Fi,20.307692307692307,12.36,2.5922651681085
598,35,1,Barzil,81516,True,False,Labor/Worker,1,2,64,2,7805,Entertainment,16,3952,7,12,36,1,Night,1,9,Boredom,Tablet,Android,11:30 PM,3,7,At work,Wi-Fi,32.0,109.77777777777777,4.707526192625619
599,64,1,Vietnam,40538,False,True,Students,1,3,12,16,9679,Comedy,21,7728,4,14,7,8,Afternoon,4,6,Boredom,Tablet,Windows,7:25 PM,6,4,At work,Wi-Fi,0.75,1104.0,7.007600613951853
600,29,0,United States,83918,True,False,Labor/Worker,1,4,35,6,4020,Pranks,3,3049,3,15,10,4,Night,1,9,Entertainment,Computer,iOS,10:15 PM,3,7,At school,Wi-Fi,5.833333333333333,304.9,5.7232582511568575
601,26,0,Philippines,34973,False,True,Students,1,1,135,14,930,Jokes/Memes,10,5766,6,16,47,85,Morning,7,3,Entertainment,Tablet,Android,9:55 AM,9,1,At home,Mobile Data,9.642857142857142,122.68085106382979,4.817704465991292
602,27,1,United States,91155,True,False,Cashier,1,1,62,1,3013,Life Hacks,19,9756,9,2,12,86,Morning,7,3,Boredom,Computer,iOS,9:55 AM,9,1,At home,Mobile Data,62.0,813.0,6.70196036600254
603,61,1,United States,79500,True,True,Students,0,1,207,17,5025,Life Hacks,8,9692,9,18,1,53,Night,1,9,Habit,Smartphone,Android,10:15 PM,3,7,At home,Mobile Data,12.176470588235293,9692.0,9.179159254492609
604,34,1,Vietnam,56575,True,False,Waiting staff,0,2,197,11,6265,Vlogs,7,6412,4,12,25,58,Evening,5,5,Procrastination,Tablet,Android,4:25 PM,7,3,At school,Mobile Data,17.90909090909091,256.48,5.5509420471844155
605,55,0,Indonesia,62261,True,True,Waiting staff,1,3,195,19,7974,Trends,1,4865,5,16,16,37,Night,1,9,Entertainment,Smartphone,Android,10:15 PM,3,7,At work,Mobile Data,10.263157894736842,304.0625,5.720516673647366
606,24,1,Barzil,47716,False,False,Waiting staff,1,4,213,3,9698,Gaming,12,15,9,13,5,49,Evening,5,5,Habit,Smartphone,Android,4:25 PM,7,3,At home,Mobile Data,71.0,3.0,1.3862943611198906
607,63,0,India,23236,False,True,Artist,1,3,20,11,4730,Entertainment,29,605,2,20,19,67,Evening,5,5,Entertainment,Smartphone,Android,4:25 PM,7,3,At home,Mobile Data,1.8181818181818181,31.842105263157894,3.491711389202987
608,30,0,United States,35848,False,False,driver,1,2,155,5,7962,ASMR,28,9573,2,17,4,19,Morning,7,3,Entertainment,Smartphone,Android,9:55 AM,9,1,At work,Wi-Fi,31.0,2393.25,7.780825308401729
609,57,2,United States,22352,False,True,Students,1,3,94,17,2820,Life Hacks,5,4908,5,18,6,1,Night,1,9,Entertainment,Smartphone,Android,10:15 PM,3,7,At school,Mobile Data,5.529411764705882,818.0,6.70808408385307
610,59,1,Philippines,21932,False,False,Waiting staff,1,2,109,7,6656,Jokes/Memes,16,8006,1,3,26,29,Night,1,9,Boredom,Smartphone,iOS,10:15 PM,3,7,At work,Mobile Data,15.571428571428571,307.9230769230769,5.733092303910029
611,26,1,India,96449,True,True,Cashier,1,1,113,10,1185,Life Hacks,25,9086,8,23,49,87,Evening,5,5,Boredom,Smartphone,iOS,4:25 PM,7,3,At school,Mobile Data,11.3,185.42857142857142,5.228048170701481
612,44,1,Barzil,28556,False,False,driver,1,4,55,11,8481,Life Hacks,4,9759,5,10,39,33,Afternoon,4,6,Habit,Tablet,MacOS,5:45 PM,6,4,At work,Mobile Data,5.0,250.23076923076923,5.526371916068873
613,19,2,Germany,25498,False,True,Waiting staff,1,1,53,3,6344,Pranks,17,6412,2,1,39,52,Morning,7,3,Entertainment,Smartphone,Android,9:55 AM,9,1,At school,Wi-Fi,17.666666666666668,164.4102564102564,5.108428790402595
614,22,1,Vietnam,96118,True,True,Labor/Worker,1,3,287,10,528,Trends,24,8605,9,6,9,41,Afternoon,4,6,Entertainment,Smartphone,iOS,5:45 PM,6,4,At work,Wi-Fi,28.7,956.1111111111111,6.863919488277836
615,46,1,Indonesia,70098,True,True,driver,1,1,190,10,917,Trends,21,4120,2,3,45,23,Afternoon,4,6,Entertainment,Smartphone,Android,5:45 PM,6,4,At home,Mobile Data,19.0,91.55555555555556,4.527809064830623
616,54,1,Barzil,84386,True,True,driver,1,4,196,14,9901,Gaming,2,8507,7,19,14,5,Evening,5,5,Procrastination,Smartphone,Android,4:25 PM,7,3,At home,Wi-Fi,14.0,607.6428571428571,6.411231654212697
617,55,1,United States,29569,False,False,Students,0,1,123,12,3575,Entertainment,12,4666,8,4,48,71,Night,1,9,Procrastination,Smartphone,Android,10:15 PM,3,7,At school,Mobile Data,10.25,97.20833333333333,4.587091072588185
618,36,0,Philippines,76882,True,True,Labor/Worker,1,4,264,15,3320,Vlogs,1,4820,6,29,9,57,Evening,5,5,Habit,Smartphone,Android,4:25 PM,7,3,At work,Mobile Data,17.6,535.5555555555555,6.285170108537322
619,25,2,Indonesia,90393,True,False,Manager,0,4,39,10,1407,Entertainment,12,7835,7,20,15,6,Evening,5,5,Habit,Smartphone,Android,4:25 PM,7,3,At home,Wi-Fi,3.9,522.3333333333334,6.2602186096742445
620,62,1,United States,20340,False,True,Waiting staff,0,1,273,10,1242,Comedy,12,1849,1,23,37,49,Night,1,9,Entertainment,Tablet,Android,10:15 PM,3,7,At home,Wi-Fi,27.3,49.972972972972975,3.9312955505491782
621,18,0,Barzil,63949,True,False,Waiting staff,1,2,107,19,5207,Vlogs,12,1953,4,3,20,22,Evening,5,5,Entertainment,Computer,Windows,4:25 PM,7,3,At work,Wi-Fi,5.631578947368421,97.65,4.591578232468624
622,39,1,India,82443,True,True,Labor/Worker,1,3,124,1,7250,Gaming,19,8580,7,8,8,77,Night,1,9,Habit,Smartphone,Android,10:15 PM,3,7,At home,Mobile Data,124.0,1072.5,6.978679617318836
623,34,1,Germany,94027,True,False,Labor/Worker,1,2,285,10,3134,Vlogs,25,2769,1,8,32,76,Evening,5,5,Entertainment,Smartphone,MacOS,4:25 PM,7,3,At school,Mobile Data,28.5,86.53125,4.471995872460382
624,24,1,United States,20138,False,True,Labor/Worker,1,2,290,2,799,Jokes/Memes,17,3046,1,27,47,4,Afternoon,4,6,Boredom,Smartphone,Windows,5:45 PM,6,4,At home,Mobile Data,145.0,64.80851063829788,4.186749170975011
625,42,1,Indonesia,20358,False,False,Cashier,1,1,284,17,1524,Gaming,20,7594,6,29,21,72,Night,1,9,Boredom,Tablet,iOS,10:15 PM,3,7,At home,Mobile Data,16.705882352941178,361.6190476190476,5.893352827605839
626,62,0,Indonesia,95250,True,True,Waiting staff,0,3,270,7,7210,Trends,24,6840,4,7,41,64,Night,1,9,Boredom,Tablet,iOS,10:15 PM,3,7,At school,Mobile Data,38.57142857142857,166.82926829268294,5.122947202498172
627,21,1,United States,50654,True,False,Waiting staff,1,3,216,7,4929,Trends,24,5066,3,2,19,37,Evening,5,5,Procrastination,Tablet,MacOS,4:25 PM,7,3,At work,Mobile Data,30.857142857142858,266.63157894736844,5.58961132931622
628,53,1,Pakistan,45879,False,True,Students,1,2,220,9,2889,Vlogs,26,2415,5,21,29,31,Afternoon,4,6,Boredom,Smartphone,Windows,5:45 PM,6,4,At home,Mobile Data,24.444444444444443,83.27586206896552,4.434095490305012
629,23,1,Barzil,75778,True,False,Artist,1,1,224,2,2691,ASMR,28,2389,9,6,31,37,Evening,5,5,Entertainment,Tablet,iOS,4:25 PM,7,3,At home,Wi-Fi,112.0,77.06451612903226,4.3575356146655855
630,48,1,Pakistan,57772,True,True,Students,1,3,49,14,4092,Pranks,11,5924,3,28,6,45,Afternoon,4,6,Habit,Smartphone,iOS,5:45 PM,6,4,At home,Wi-Fi,3.5,987.3333333333334,6.896020022763716
631,36,0,Mexico,78478,True,False,Labor/Worker,1,2,35,17,7283,Entertainment,13,8495,5,16,4,90,Morning,7,3,Boredom,Computer,iOS,9:55 AM,9,1,At home,Mobile Data,2.0588235294117645,2123.75,7.661409427378736
